  LastName  |                                 Boardgame                                  | NumDups 
 Walker     | 1989 Dawn of Freedom                                                       |       1
 Walker     | 6 Nimmt                                                                    |       1
 Walker     | 7 Wonders Duel                                                             |       5
 Walker     | 7 Wonders Duel Pantheon                                                    |       1
 Walker     | Above and Below                                                            |       2
 Walker     | A Fake artist Goes to New York                                             |       1
 Walker     | Alien Frontiers                                                            |       3
 Walker     | Avenue                                                                     |       2
 Walker     | Azul                                                                       |       3
 Walker     | Babel                                                                      |       1
 Walker     | Bang! The Dice Game                                                        |       1
 Walker     | Bärenpark                                                                  |       3
 Walker     | Battle for Hill 218                                                        |       1
 Walker     | Battle Sheep                                                               |       1
 Walker     | BEARS!                                                                     |       1
 Walker     | Black Orchestra                                                            |       1
 Walker     | Bring Out Yer Dead                                                         |       2
 Walker     | Bullfrogs                                                                  |       2
 Walker     | Caesar & Cleopatra                                                         |       1
 Walker     | Camel Up                                                                   |       1
 Walker     | Can’t Stop                                                                 |       1
 Walker     | Can’t Stop Express                                                         |       1
 Walker     | Carcassonne                                                                |       1
 Walker     | Carcassonne The Castle                                                     |       2
 Walker     | Cardline: Globetrotter                                                     |       2
 Walker     | Castles of Burgundy                                                        |       2
 Walker     | Castles of Burgundy Card Game                                              |       2
 Walker     | Castles of Burgundy Dice Game                                              |       1
 Walker     | Cat Tower                                                                  |       1
 Walker     | Caverna: Cave vs. Cave                                                     |       3
 Walker     | Circus Flohcati                                                            |       1
 Walker     | Citadels                                                                   |       3
 Walker     | City of Spies: Estoril 1942                                                |       1
 Walker     | Clank! A Deck-building Adventure                                           |       2
 Walker     | Click Clack Lumberjack                                                     |       1
 Walker     | Codenames Duet                                                             |       2
 Walker     | Coloretto                                                                  |       1
 Walker     | Coup                                                                       |       2
 Walker     | Crab Stack                                                                 |       1
 Walker     | Cthulhu Realms                                                             |       1
 Walker     | Days of Ire: Budapest 1956                                                 |       1
 Walker     | Deep Sea                                                                   |       1
 Walker     | Dice Heist                                                                 |       1
 Walker     | Dice Stars                                                                 |       1
 Walker     | Dixit                                                                      |       1
 Walker     | Dr. Eureka                                                                 |       1
 Walker     | Eight Minute Empire Legends                                                |       1
 Walker     | Escape from the Aliens in Outer Space                                      |       1
 Walker     | Evolution the Beginning                                                    |       1
 Walker     | Fauna                                                                      |       1
 Walker     | Feed the Kitty                                                             |       1
 Walker     | Felicity: The Cat in the Sack                                              |       2
 Walker     | Five Tribes                                                                |       2
 Walker     | Fleet                                                                      |       2
 Walker     | Flick’em Up Dead of Winter                                                 |       1
 Walker     | Flip Ships                                                                 |       3
 Walker     | Forbidden Island                                                           |       3
 Walker     | Garden Dice                                                                |       1
 Walker     | Ghosts Love Candy                                                          |       1
 Walker     | Great Heartland Hauling Co.                                                |       1
 Walker     | Gubs                                                                       |       1
 Walker     | Hanabi                                                                     |       2
 Walker     | Harbour                                                                    |       2
 Walker     | Hardback                                                                   |       1
 Walker     | Harvest Dice                                                               |       1
 Walker     | Herbaceous                                                                 |       1
 Walker     | Holmes: Sherlock & Mycroft                                                 |       1
 Walker     | Ice Cool                                                                   |       2
 Walker     | Imperial Settlers                                                          |       3
 Walker     | Inbetween                                                                  |       1
 Walker     | Isla Dorada                                                                |       1
 Walker     | Jaipur                                                                     |       3
 Walker     | Junk Art                                                                   |       2
 Walker     | Junk In My Trunk                                                           |       1
 Walker     | Kingdomino -Giant Version                                                  |       1
 Walker     | King of Tokyo                                                              |       4
 Walker     | Letter Tycoon                                                              |       1
 Walker     | Limes                                                                      |       1
 Walker     | London Dread                                                               |       1
 Walker     | Longhorn                                                                   |       1
 Walker     | Lord of the Rings Confrontation                                            |       3
 Walker     | Lord of the Rings Confrontation                                            |       3
 Walker     | Lord of the Rings Confrontation                                            |       3
 Walker     | Lost Cities                                                                |       1
 Walker     | Lost Expedition                                                            |       1
 Walker     | Lovecraft Letter                                                           |       2
 Walker     | Love Letter: Batman                                                        |       3
 Walker     | Manhattan Project                                                          |       1
 Walker     | Marrakech                                                                  |       1
 Walker     | Martians!!!                                                                |       1
 Walker     | Medici Card Game                                                           |       1
 Walker     | Mint Works                                                                 |       1
 Walker     | Mr Jack Pocket                                                             |       1
 Walker     | Murder at Blood Mansion                                                    |       1
 Walker     | Mystery Rummy Jack the Ripper                                              |       1
 Walker     | Niya                                                                       |       1
 Walker     | Not Alone                                                                  |       1
 Walker     | Odin’s Ravens 2nd Edition                                                  |       1
 Walker     | Pandemic Iberia                                                            |       2
 Walker     | Pandemic: Reign of Cthulu                                                  |       2
 Walker     | Pandemic: The Cure                                                         |       4
 Walker     | Parade                                                                     |       1
 Walker     | Pastiche                                                                   |       1
 Walker     | Pecking Order                                                              |       2
 Walker     | Pentago                                                                    |       1
 Walker     | Perudo /Liars Dice                                                         |       1
 Walker     | Pillars of Earth                                                           |       2
 Walker     | Pit                                                                        |       2
 Walker     | Pluckin’ Pairs                                                             |       1
 Walker     | Potion Explosion                                                           |       2
 Walker     | Pyramid Poker                                                              |       1
 Walker     | Quests of Valeria                                                          |       2
 Walker     | Qwirkle                                                                    |       2
 Walker     | Raiders of the North Sea                                                   |       1
 Walker     | Raptor                                                                     |       2
 Walker     | Rat-A-Tat Cat                                                              |       1
 Walker     | Red7                                                                       |       2
 Walker     | Rising 5: Runes of Asteros                                                 |       1
 Walker     | Roll For It! Purple Edition                                                |       1
 Walker     | Rolling America                                                            |       1
 Walker     | Rumble in the House                                                        |       1
 Walker     | Sagrada                                                                    |       5
 Walker     | San Juan                                                                   |       1
 Walker     | Santorini                                                                  |       2
 Walker     | Scotland Yard                                                              |       1
 Walker     | Seven Dragons                                                              |       1
 Walker     | Sheriff of Nottingham                                                      |       3
 Walker     | Sky Tango                                                                  |       1
 Walker     | Sleeping Queens                                                            |       1
 Walker     | Sleuth                                                                     |       1
 Walker     | Snake Oil                                                                  |       1
 Walker     | Space Hulk: Death Angel                                                    |       2
 Walker     | Spaceteam                                                                  |       1
 Walker     | Spires                                                                     |       1
 Walker     | Starship Catan                                                             |       1
 Walker     | Star Trek Panic                                                            |       1
 Walker     | String Railway                                                             |       1
 Walker     | Sunset Over Water                                                          |       1
 Walker     | Super Motherload                                                           |       1
 Walker     | Tapple                                                                     |       1
 Walker     | The Bloody Inn                                                             |       1
 Walker     | The Duke                                                                   |       2
 Walker     | The Flow of History                                                        |       1
 Walker     | The Fox in the Forest                                                      |       1
 Walker     | The Grizzled                                                               |       2
 Walker     | The Island Of El Dorado                                                    |       1
 Walker     | The Resistance                                                             |       2
 Walker     | The Rose King                                                              |       1
 Walker     | Thunder & Lightning                                                        |       1
 Walker     | Tides of Madness                                                           |       1
 Walker     | Tides of Time                                                              |       1
 Walker     | Timeline: American History                                                 |       1
 Walker     | Timeline: Inventions                                                       |       4
 Walker     | Tiny Epic Galaxies                                                         |       2
 Walker     | Trans Europa                                                               |       1
 Walker     | Travel Blokus                                                              |       1
 Walker     | Valley of the Kings                                                        |       1
 Walker     | Valley of the Kings Afterlife                                              |       1
 Walker     | VivaJava: The Coffee Game: The Dice Game                                   |       2
 Walker     | Watson & Holmes                                                            |       1
 Walker     | Welcome to the Dungeon                                                     |       2
 Walker     | Welcome to the Dungeon                                                     |       2
 Walker     | Whitehall Mystery                                                          |       1
 Walker     | Word on the Street                                                         |       2
 Walker     | World’s Fair 1893                                                          |       1
 Walker     | Wurfel Bohnanza                                                            |       1
 Watson     | Starving Artists                                                           |       2
 Watson     | Starving Artists                                                           |       2
 Worzalla   | Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre              |       1
 Worzalla   | Escape: Zombie City                                                        |       1
 Worzalla   | Firefly: The Game                                                          |       1
 Worzalla   | Mysterium                                                                  |       1
 Worzalla   | Path of Light and Shadow                                                   |       1
 Worzalla   | Queendomino                                                                |       2
 Worzalla   | Sushi Go Party!                                                            |       1
(1077 rows)

